state,city,last_updated_day,PM10,PM2,NO2,NH3,SO2,CO,OZONE,AQI
Delhi,Delhi,2019-06-27,572.3,173.2,111.6,42.4,50.2,3.92,159.5,452.9
West Bengal,Kolkata,2019-06-27,326.8,183.6,55.4,15.1,63.4,6.58,60.7,81.2
Karnataka,Bangalore,2019-06-28,500.8,43.0,131.8,19.7,81.6,6.95,98.8,262.7
West Bengal,Kolkata,2019-06-28,213.2,184.9,121.2,23.3,37.5,1.73,6.3,300.2
Delhi,Delhi,2019-06-28,244.5,297.3,37.3,1.1,95.8,9.46,173.0,200.7
Delhi,Delhi,2019-06-29,108.8,220.5,106.8,32.5,52.8,5.17,60.8,104.8
West Bengal,Kolkata,2019-06-29,413.2,282.9,62.7,30.3,81.6,7.55,152.4,247.4
Karnataka,Bangalore,2019-06-29,517.5,127.2,63.1,29.3,25.1,2.46,7.2,365.3
Delhi,Delhi,2019-06-30,560.8,209.4,63.6,26.3,30.4,0.47,194.4,250.6
West Bengal,Kolkata,2019-06-30,110.0,154.7,128.6,6.0,21.3,0.8,91.3,351.6
Karnataka,Bangalore,2019-06-30,526.2,114.0,9.9,20.6,19.5,2.3,159.0,201.4
West Bengal,Kolkata,2019-07-01,330.4,73.3,33.2,13.9,78.7,7.51,14.8,69.8
Karnataka,Bangalore,2019-07-01,363.2,120.2,44.2,14.6,53.6,4.59,39.2,412.5
Delhi,Delhi,2019-07-01,239.4,119.9,50.3,42.7,74.8,7.07,15.8,68.1
Delhi,Delhi,2019-07-02,478.4,105.9,35.4,27.7,40.2,4.39,29.2,449.2
West Bengal,Kolkata,2019-07-02,321.0,90.4,56.8,27.7,53.6,5.9,143.5,138.8
Karnataka,Bangalore,2019-07-02,354.2,111.7,89.3,47.2,31.2,8.73,5.9,384.3
Delhi,Delhi,2019-07-03,233.0,15.0,86.0,22.8,83.5,2.72,132.4,463.4
West Bengal,Kolkata,2019-07-03,473.1,371.9,42.2,30.9,1.8,4.44,190.6,302.4
Karnataka,Bangalore,2019-07-03,457.2,26.9,38.6,41.3,61.9,2.49,42.5,276.0
Karnataka,Bangalore,2019-07-04,39.4,361.7,123.1,33.0,92.6,5.88,46.4,372.1
Delhi,Delhi,2019-07-04,419.4,364.7,126.1,28.5,29.6,5.85,168.9,203.9
West Bengal,Kolkata,2019-07-04,294.2,296.3,60.7,19.5,26.6,6.8,93.0,284.5
Karnataka,Bangalore,2019-07-05,214.0,342.7,86.8,27.7,22.0,9.94,170.7,215.2
West Bengal,Kolkata,2019-07-05,71.7,223.3,142.0,0.5,19.2,6.04,1.8,224.8
Delhi,Delhi,2019-07-05,490.3,395.8,49.0,40.5,19.3,1.25,111.6,249.5
Delhi,Delhi,2019-07-06,129.4,445.4,25.3,33.5,72.4,7.26,19.4,335.9
West Bengal,Kolkata,2019-07-06,246.7,153.1,63.6,33.1,42.2,7.05,95.3,441.6
Karnataka,Bangalore,2019-07-06,15.0,189.1,107.8,7.2,66.9,9.55,75.2,7.3
Delhi,Delhi,2019-07-07,456.5,302.8,140.8,26.7,73.8,5.02,187.8,168.5
West Bengal,Kolkata,2019-07-07,316.5,308.7,93.0,39.8,28.9,8.5,156.4,424.6
Karnataka,Bangalore,2019-07-07,74.8,378.3,42.0,14.4,16.0,4.43,170.0,126.7
West Bengal,Kolkata,2019-07-08,572.4,430.1,137.9,17.4,48.8,2.8,112.9,342.6
Karnataka,Bangalore,2019-07-08,337.1,498.7,142.0,23.4,85.5,8.15,161.5,221.2
Delhi,Delhi,2019-07-08,38.1,167.5,16.7,48.7,79.6,2.12,50.3,366.7
Delhi,Delhi,2019-07-09,304.7,487.6,105.6,35.1,7.1,3.39,190.1,462.7
West Bengal,Kolkata,2019-07-09,45.7,214.2,5.4,24.7,37.5,4.44,168.3,174.3
Karnataka,Bangalore,2019-07-09,66.8,102.1,7.9,31.7,12.1,2.12,45.1,131.6
Delhi,Delhi,2019-07-10,537.6,139.9,48.1,28.0,66.5,8.72,31.9,477.0
West Bengal,Kolkata,2019-07-10,114.7,287.5,149.4,6.2,23.9,9.99,77.1,321.2
Karnataka,Bangalore,2019-07-10,495.9,132.3,40.8,13.3,95.9,8.01,183.1,456.2
Karnataka,Bangalore,2019-07-11,392.7,381.1,21.0,42.8,66.8,9.02,19.4,106.4
Delhi,Delhi,2019-07-11,171.2,182.7,138.5,24.4,24.5,0.25,122.7,246.1
West Bengal,Kolkata,2019-07-11,87.6,136.7,72.3,14.7,87.8,4.62,111.1,457.3
West Bengal,Kolkata,2019-07-12,208.2,491.4,94.4,49.3,49.8,6.47,72.5,215.8
Karnataka,Bangalore,2019-07-12,470.4,389.1,22.8,28.7,69.7,3.12,178.8,6.8
Delhi,Delhi,2019-07-12,160.0,252.6,27.4,32.0,59.7,8.88,60.9,141.1
Karnataka,Bangalore,2019-07-13,549.7,48.1,42.5,34.0,6.8,0.18,23.0,11.7
West Bengal,Kolkata,2019-07-13,12.6,111.6,132.5,20.8,50.4,0.62,22.5,377.5
Delhi,Delhi,2019-07-13,303.8,417.1,114.4,41.1,13.4,5.0,124.7,339.4
Delhi,Delhi,2019-07-14,445.9,411.1,20.2,18.7,51.9,5.59,74.8,242.5
West Bengal,Kolkata,2019-07-14,77.9,98.2,145.0,49.2,85.8,1.27,126.9,442.3
Karnataka,Bangalore,2019-07-14,366.8,114.0,125.1,43.9,64.2,6.54,18.1,44.0
Delhi,Delhi,2019-07-15,385.2,421.4,106.3,42.3,92.9,0.77,199.4,465.2
West Bengal,Kolkata,2019-07-15,17.1,364.8,75.7,40.5,69.0,9.25,71.7,237.9
Karnataka,Bangalore,2019-07-15,149.9,313.5,77.4,46.6,3.9,5.57,196.2,470.8
West Bengal,Kolkata,2019-07-16,15.8,333.7,137.2,0.4,77.0,9.17,39.7,89.6
Karnataka,Bangalore,2019-07-16,471.7,409.7,74.1,49.4,3.2,6.95,58.8,459.6
Delhi,Delhi,2019-07-16,431.9,347.8,146.6,39.0,61.0,5.66,95.7,41.6
Delhi,Delhi,2019-07-17,489.1,385.6,75.0,5.1,49.7,9.87,146.7,142.1
West Bengal,Kolkata,2019-07-17,477.2,383.7,115.3,27.0,91.2,7.1,105.1,429.4
Karnataka,Bangalore,2019-07-17,575.7,461.1,13.8,34.5,92.3,9.68,168.5,386.7
Delhi,Delhi,2019-07-18,368.4,39.3,101.1,11.2,7.7,7.08,192.6,235.1
West Bengal,Kolkata,2019-07-18,528.2,9.4,54.0,1.6,22.4,1.46,115.5,171.6
Karnataka,Bangalore,2019-07-18,562.2,82.2,11.0,33.0,10.1,8.04,54.0,44.3
Karnataka,Bangalore,2019-07-19,93.3,141.6,23.4,16.8,41.6,9.0,57.5,44.8
Delhi,Delhi,2019-07-19,170.5,362.2,45.7,15.2,66.6,2.55,121.4,398.1
West Bengal,Kolkata,2019-07-19,260.4,225.4,96.5,3.0,76.3,9.75,51.2,20.3
Karnataka,Bangalore,2019-07-20,514.6,383.5,8.0,3.5,52.8,6.82,2.2,133.4
West Bengal,Kolkata,2019-07-20,578.6,455.2,142.3,2.0,31.8,1.91,119.9,83.6
Delhi,Delhi,2019-07-20,376.9,354.5,77.5,45.7,83.0,0.27,129.7,7.2
Delhi,Delhi,2019-07-21,137.9,95.5,102.0,12.2,39.5,9.39,139.3,4.9
West Bengal,Kolkata,2019-07-21,368.4,198.4,63.4,19.5,16.0,2.84,40.2,340.9
Karnataka,Bangalore,2019-07-21,34.5,418.5,45.8,26.0,28.5,2.6,39.4,157.4
Delhi,Delhi,2019-07-22,483.1,242.6,32.4,40.3,99.6,4.53,6.4,79.6
West Bengal,Kolkata,2019-07-22,168.7,329.8,116.2,34.8,91.6,9.46,15.4,190.1
Karnataka,Bangalore,2019-07-22,571.6,152.5,131.1,38.1,83.7,6.21,20.6,259.5
West Bengal,Kolkata,2019-07-23,493.6,130.8,46.4,42.3,76.8,5.72,153.5,436.5
Karnataka,Bangalore,2019-07-23,62.6,253.1,126.5,8.3,80.9,3.56,153.4,74.5
Delhi,Delhi,2019-07-23,362.4,327.2,101.4,31.1,95.0,1.98,173.7,370.4
Delhi,Delhi,2019-07-24,366.9,347.2,128.2,15.9,73.6,3.44,62.7,282.8
West Bengal,Kolkata,2019-07-24,96.8,270.6,31.4,43.6,41.5,6.06,20.3,213.1
Karnataka,Bangalore,2019-07-24,408.5,126.8,31.7,43.8,95.2,5.26,119.5,487.2
Delhi,Delhi,2019-07-25,434.1,415.4,117.3,3.9,73.3,9.59,76.8,113.9
West Bengal,Kolkata,2019-07-25,379.5,483.5,94.5,26.4,89.9,0.99,151.9,228.1
Karnataka,Bangalore,2019-07-25,63.0,256.2,54.3,0.9,69.9,4.38,4.5,260.4
Karnataka,Bangalore,2019-07-26,157.9,41.2,51.6,3.2,81.5,8.78,146.3,74.5
Delhi,Delhi,2019-07-26,173.2,126.9,74.6,26.0,56.3,7.6,132.1,305.6
West Bengal,Kolkata,2019-07-26,96.4,392.5,92.1,6.7,78.8,1.43,186.9,407.8
Karnataka,Bangalore,2019-07-27,413.2,367.0,123.6,34.7,98.4,1.02,0.8,92.3
West Bengal,Kolkata,2019-07-27,523.5,86.9,97.9,27.0,24.2,9.9,50.0,36.5
Delhi,Delhi,2019-07-27,19.2,462.0,53.0,38.4,58.6,8.74,120.4,73.6
Delhi,Delhi,2019-07-28,158.4,137.8,36.3,38.3,60.3,5.21,150.3,483.4
West Bengal,Kolkata,2019-07-28,348.1,211.6,27.0,26.1,6.5,4.43,132.1,83.5
Karnataka,Bangalore,2019-07-28,555.6,327.7,147.4,12.0,40.4,9.72,155.5,222.2
Delhi,Delhi,2019-07-29,218.6,358.7,18.3,18.4,13.4,9.61,103.3,361.7
West Bengal,Kolkata,2019-07-29,87.5,63.5,149.4,25.4,29.1,5.24,17.4,354.2
Karnataka,Bangalore,2019-07-29,150.2,42.4,80.1,42.2,73.5,9.93,198.5,471.3
West Bengal,Kolkata,2019-07-30,336.5,215.6,46.5,43.4,48.6,6.36,144.3,472.1
Karnataka,Bangalore,2019-07-30,470.8,436.1,100.0,45.0,88.6,8.56,101.3,230.0
Delhi,Delhi,2019-07-30,97.1,312.6,113.6,34.8,95.6,3.22,115.6,167.3
Delhi,Delhi,2019-07-31,204.5,327.0,6.5,31.7,61.3,8.92,57.6,355.3
West Bengal,Kolkata,2019-07-31,42.4,471.8,28.0,29.7,1.9,1.54,158.5,145.0
Karnataka,Bangalore,2019-07-31,164.9,339.0,7.8,2.3,28.1,6.96,12.6,324.6
Delhi,Delhi,2019-08-01,265.8,111.0,81.6,38.1,46.4,1.79,181.4,302.3
West Bengal,Kolkata,2019-08-01,394.7,276.9,117.7,20.6,60.6,8.78,157.0,366.1
Karnataka,Bangalore,2019-08-01,355.7,205.0,91.3,36.4,65.0,4.94,128.6,333.5
Karnataka,Bangalore,2019-08-02,544.3,414.6,142.3,21.1,43.7,0.2,1.4,412.4
Delhi,Delhi,2019-08-02,102.9,282.9,13.7,34.9,8.3,4.94,131.0,497.6
West Bengal,Kolkata,2019-08-02,229.5,178.3,42.7,26.8,77.3,0.73,191.1,399.2
Karnataka,Bangalore,2019-08-03,12.0,464.1,137.3,42.7,77.5,4.13,21.7,195.6
West Bengal,Kolkata,2019-08-03,361.0,448.9,124.2,6.5,37.3,6.84,119.1,236.2
Delhi,Delhi,2019-08-03,332.7,92.3,108.4,40.4,85.9,0.15,116.2,323.7
Delhi,Delhi,2019-08-04,483.1,131.3,60.2,36.8,48.2,4.53,104.4,455.7
West Bengal,Kolkata,2019-08-04,238.9,0.9,66.7,23.1,52.7,7.94,82.6,163.0
Karnataka,Bangalore,2019-08-04,153.0,295.7,83.1,1.3,8.3,9.98,16.8,305.6
Delhi,Delhi,2019-08-05,329.9,288.1,7.1,12.8,43.4,1.5,117.3,12.8
West Bengal,Kolkata,2019-08-05,90.8,63.6,89.7,30.5,20.5,8.84,169.1,411.3
Karnataka,Bangalore,2019-08-05,214.8,379.6,124.2,17.4,48.1,8.68,164.2,166.8
West Bengal,Kolkata,2019-08-06,444.5,72.9,127.7,14.2,15.4,1.53,154.0,301.8
Karnataka,Bangalore,2019-08-06,588.3,459.1,95.6,17.7,10.3,4.95,153.9,210.0
Delhi,Delhi,2019-08-06,408.5,70.1,1.1,9.8,60.0,2.67,75.6,3.0
Delhi,Delhi,2019-08-07,581.6,66.4,44.4,28.1,45.8,9.14,158.0,75.9
West Bengal,Kolkata,2019-08-07,275.2,435.8,59.9,6.0,91.0,1.13,77.0,55.9
Karnataka,Bangalore,2019-08-07,303.4,436.2,126.5,25.3,68.1,3.83,52.4,304.2
Delhi,Delhi,2019-08-08,342.9,41.2,45.0,37.1,1.5,1.73,96.5,55.2
West Bengal,Kolkata,2019-08-08,106.1,178.6,58.8,30.4,23.1,8.06,177.2,441.7
Karnataka,Bangalore,2019-08-08,359.6,331.3,60.9,37.1,17.8,6.43,163.4,167.3
Karnataka,Bangalore,2019-08-09,11.4,328.2,50.7,16.9,4.2,4.79,105.7,304.2
Delhi,Delhi,2019-08-09,210.2,89.9,60.0,23.8,82.5,7.78,88.4,114.0
West Bengal,Kolkata,2019-08-09,298.3,63.0,80.7,5.4,12.5,1.93,122.7,326.7
West Bengal,Kolkata,2019-08-10,121.0,457.7,126.5,18.0,30.5,2.23,15.4,265.8
Karnataka,Bangalore,2019-08-10,408.8,167.8,34.8,37.0,38.4,3.49,5.5,457.0
Delhi,Delhi,2019-08-10,359.2,241.5,43.1,28.7,80.5,7.45,160.8,262.9
Delhi,Delhi,2019-08-11,251.5,476.5,137.9,44.0,8.8,8.67,174.7,460.4
West Bengal,Kolkata,2019-08-11,417.3,371.4,146.1,28.5,15.9,7.16,77.0,437.0
Karnataka,Bangalore,2019-08-11,229.7,342.1,68.0,49.5,38.5,8.41,116.4,325.0
Delhi,Delhi,2019-08-12,14.4,397.9,85.7,9.4,40.1,4.74,135.9,451.5
West Bengal,Kolkata,2019-08-12,540.1,287.8,48.1,30.6,3.6,1.98,103.7,203.3
Karnataka,Bangalore,2019-08-12,12.6,159.1,137.4,26.8,27.3,2.95,26.0,38.0
West Bengal,Kolkata,2019-08-13,484.2,180.2,16.1,39.4,11.9,9.73,26.8,34.0
Karnataka,Bangalore,2019-08-13,145.1,449.3,3.5,41.6,52.2,0.08,63.1,212.5
Delhi,Delhi,2019-08-13,221.1,86.8,37.0,34.6,7.7,6.65,137.8,121.1
Delhi,Delhi,2019-08-14,376.7,456.1,91.8,46.8,9.4,2.72,37.1,127.7
West Bengal,Kolkata,2019-08-14,329.7,328.4,1.0,38.8,84.5,6.23,163.0,423.1
Karnataka,Bangalore,2019-08-14,337.0,393.9,17.1,41.6,4.1,3.58,96.4,112.5
Delhi,Delhi,2019-08-15,382.7,130.7,104.2,43.5,39.3,2.75,29.9,211.0
West Bengal,Kolkata,2019-08-15,580.1,275.0,41.7,10.0,68.2,7.73,118.7,206.2
Karnataka,Bangalore,2019-08-15,451.7,255.6,7.4,11.1,71.8,8.29,77.4,263.5
Karnataka,Bangalore,2019-08-16,53.2,171.7,9.6,27.6,31.2,7.22,9.8,18.7
Delhi,Delhi,2019-08-16,581.9,124.1,86.9,32.5,26.3,6.55,141.6,111.9
West Bengal,Kolkata,2019-08-16,594.9,247.4,104.2,37.5,73.8,5.64,50.3,498.3
Karnataka,Bangalore,2019-08-17,208.6,308.4,56.7,5.8,96.7,0.47,81.9,143.0
West Bengal,Kolkata,2019-08-17,97.8,340.7,15.5,2.3,19.5,1.68,15.1,235.0
Delhi,Delhi,2019-08-17,248.5,387.1,86.6,45.5,14.3,2.07,85.0,232.1
Delhi,Delhi,2019-08-18,80.3,151.1,55.1,39.4,96.7,4.75,122.8,44.4
West Bengal,Kolkata,2019-08-18,170.1,484.1,11.0,19.0,68.9,6.56,101.9,203.4
Karnataka,Bangalore,2019-08-18,281.5,65.7,102.7,12.2,3.5,1.88,141.5,361.7
Delhi,Delhi,2019-08-19,144.4,36.2,133.9,48.6,45.3,6.14,0.0,115.7
West Bengal,Kolkata,2019-08-19,451.7,115.5,38.8,44.1,77.6,3.01,115.9,363.9
Karnataka,Bangalore,2019-08-19,576.2,284.0,18.9,1.4,29.5,6.06,190.0,17.7
West Bengal,Kolkata,2019-08-20,532.9,203.3,125.7,40.0,22.6,4.85,36.0,33.8
Karnataka,Bangalore,2019-08-20,559.1,355.4,23.4,7.3,22.8,2.64,6.1,332.4
Delhi,Delhi,2019-08-20,157.4,439.1,25.6,3.9,17.9,6.71,143.4,276.5
Delhi,Delhi,2019-08-21,591.7,482.1,34.7,19.5,65.5,0.21,150.1,275.2
West Bengal,Kolkata,2019-08-21,340.7,404.6,77.5,17.9,14.0,0.2,178.9,204.9
Karnataka,Bangalore,2019-08-21,165.9,287.1,11.0,6.1,2.7,4.91,102.1,463.7
Delhi,Delhi,2019-08-22,389.1,383.2,145.6,2.0,98.3,7.67,128.5,363.9
West Bengal,Kolkata,2019-08-22,568.1,165.7,71.9,22.1,9.6,3.51,68.7,95.4
Karnataka,Bangalore,2019-08-22,346.6,292.6,12.1,47.1,88.0,2.44,168.5,188.5
Karnataka,Bangalore,2019-08-23,90.7,403.9,115.9,21.0,56.7,5.17,11.2,99.8
Delhi,Delhi,2019-08-23,437.9,217.4,37.7,30.5,34.2,9.64,153.7,398.4
West Bengal,Kolkata,2019-08-23,533.0,225.9,77.9,14.6,80.6,4.18,38.7,203.5
Karnataka,Bangalore,2019-08-24,257.6,95.1,17.1,9.2,80.2,3.89,35.2,107.2
West Bengal,Kolkata,2019-08-24,120.0,461.9,12.1,16.0,71.1,5.01,19.0,210.0
Delhi,Delhi,2019-08-24,274.3,266.5,5.3,7.4,77.5,9.15,91.7,420.3
Delhi,Delhi,2019-08-25,216.8,381.1,116.2,5.8,53.1,5.17,48.7,212.0
West Bengal,Kolkata,2019-08-25,75.7,191.8,8.8,1.0,12.5,3.41,50.9,359.8
Karnataka,Bangalore,2019-08-25,553.1,355.5,121.9,22.7,7.7,4.3,45.8,334.0
Delhi,Delhi,2019-08-26,473.5,29.4,125.0,36.8,97.8,5.23,125.9,353.6
West Bengal,Kolkata,2019-08-26,371.2,106.4,64.5,32.5,11.0,7.04,119.0,440.6
Karnataka,Bangalore,2019-08-26,341.0,246.4,8.0,27.8,63.7,8.31,38.6,454.0
West Bengal,Kolkata,2019-08-27,385.4,305.1,40.0,11.6,17.0,5.83,152.4,418.4
Karnataka,Bangalore,2019-08-27,526.8,27.8,93.5,20.4,99.7,1.06,191.9,489.7
Delhi,Delhi,2019-08-27,293.0,492.2,41.6,5.3,48.5,0.26,50.3,328.0
Delhi,Delhi,2019-08-28,83.2,496.4,90.6,25.0,36.1,8.05,86.1,341.1
West Bengal,Kolkata,2019-08-28,439.8,427.9,34.7,46.1,96.6,2.92,99.6,238.8
Karnataka,Bangalore,2019-08-28,282.4,392.9,76.3,31.4,65.5,2.61,105.1,289.3
Delhi,Delhi,2019-08-29,597.6,154.2,35.6,34.6,97.8,2.95,55.8,247.8
West Bengal,Kolkata,2019-08-29,405.8,449.3,69.0,27.9,99.7,4.6,42.3,117.0
Karnataka,Bangalore,2019-08-29,52.4,20.2,70.9,33.0,48.7,5.05,124.1,389.5
Karnataka,Bangalore,2019-08-30,569.9,428.3,129.4,22.9,22.4,9.11,60.6,353.8
Delhi,Delhi,2019-08-30,194.7,421.0,143.4,37.5,92.7,6.73,166.1,329.9
West Bengal,Kolkata,2019-08-30,526.7,78.7,136.5,29.4,34.5,5.39,90.7,405.8
Karnataka,Bangalore,2019-08-31,238.6,127.9,1.4,39.7,35.7,0.33,64.9,88.9
West Bengal,Kolkata,2019-08-31,27.3,73.6,15.4,40.6,32.4,2.52,180.5,246.1
Delhi,Delhi,2019-08-31,587.7,252.9,128.4,19.9,54.3,0.59,17.3,453.9
Delhi,Delhi,2019-09-01,267.3,333.9,59.7,48.3,60.6,1.66,177.9,259.8
West Bengal,Kolkata,2019-09-01,17.8,269.4,11.4,27.9,7.6,6.7,14.6,465.7
Karnataka,Bangalore,2019-09-01,208.8,281.7,138.5,21.7,90.3,9.15,26.1,468.7
Delhi,Delhi,2019-09-02,305.9,187.8,139.7,37.3,5.3,8.14,68.4,364.1
West Bengal,Kolkata,2019-09-02,355.0,293.2,145.9,42.0,13.9,2.39,124.5,315.0
Karnataka,Bangalore,2019-09-02,351.9,444.5,1.4,9.4,80.7,4.33,186.9,102.0
West Bengal,Kolkata,2019-09-03,322.6,438.0,72.8,39.2,92.8,1.77,81.9,31.5
Karnataka,Bangalore,2019-09-03,73.5,141.8,68.7,23.2,28.6,2.19,134.9,351.9
Delhi,Delhi,2019-09-03,460.8,236.8,52.2,19.9,93.6,0.99,189.6,288.9
Delhi,Delhi,2019-09-04,296.6,109.6,19.0,22.9,76.4,7.16,53.4,359.8
West Bengal,Kolkata,2019-09-04,590.6,409.5,31.9,10.0,99.8,1.76,63.6,229.7
Karnataka,Bangalore,2019-09-04,26.6,11.8,135.8,17.7,99.0,3.41,24.2,127.4
Delhi,Delhi,2019-09-05,225.5,63.1,20.8,9.3,20.2,5.23,167.9,195.8
West Bengal,Kolkata,2019-09-05,3.1,405.5,59.2,9.3,91.4,5.53,184.2,448.4
Karnataka,Bangalore,2019-09-05,447.0,361.9,142.0,40.7,5.6,8.06,42.1,483.7
Karnataka,Bangalore,2019-09-06,248.8,342.0,52.7,35.8,91.9,5.13,156.4,10.0
Delhi,Delhi,2019-09-06,243.3,197.6,19.8,6.6,38.1,2.35,30.5,42.8
West Bengal,Kolkata,2019-09-06,281.9,177.3,136.0,17.5,65.0,3.11,146.4,489.0
West Bengal,Kolkata,2019-09-07,210.9,448.7,124.2,16.6,45.5,8.23,79.3,299.6
Karnataka,Bangalore,2019-09-07,310.6,250.0,30.5,33.8,66.7,2.16,187.1,422.2
Delhi,Delhi,2019-09-07,452.4,75.5,19.2,4.9,4.0,0.45,162.0,179.4
Karnataka,Bangalore,2019-09-08,97.0,454.7,14.5,14.9,95.5,0.07,48.1,351.1
West Bengal,Kolkata,2019-09-08,274.3,254.2,103.7,14.8,25.4,3.23,4.6,132.5
Delhi,Delhi,2019-09-08,320.9,52.3,23.7,21.7,69.9,4.93,71.9,130.5
Delhi,Delhi,2019-09-09,547.1,191.6,115.2,16.9,37.0,3.24,57.8,357.1
West Bengal,Kolkata,2019-09-09,417.4,346.1,103.2,21.8,96.0,5.92,117.1,256.2
Karnataka,Bangalore,2019-09-09,17.3,149.4,72.5,26.8,47.1,0.46,36.4,454.6
Delhi,Delhi,2019-09-10,67.0,293.9,54.2,9.8,19.7,4.55,76.5,293.0
West Bengal,Kolkata,2019-09-10,577.8,387.1,16.0,49.4,6.0,1.09,72.3,4.3
Karnataka,Bangalore,2019-09-10,57.9,444.2,10.2,24.8,12.3,4.68,68.4,123.1
West Bengal,Kolkata,2019-09-11,584.8,395.8,65.2,31.6,85.5,9.61,107.7,313.5
Karnataka,Bangalore,2019-09-11,346.2,322.2,18.4,43.4,97.8,1.57,86.7,267.7
Delhi,Delhi,2019-09-11,110.4,273.5,107.6,17.0,31.0,4.23,92.1,263.7
Delhi,Delhi,2019-09-12,341.2,159.7,99.5,14.5,85.0,2.33,190.2,190.4
West Bengal,Kolkata,2019-09-12,469.9,412.7,65.3,33.9,81.9,3.65,40.3,185.6
Karnataka,Bangalore,2019-09-12,148.2,46.2,90.4,24.6,93.7,3.07,49.7,238.4
Delhi,Delhi,2019-09-13,55.1,288.0,60.8,12.1,58.4,7.32,165.3,123.4
West Bengal,Kolkata,2019-09-13,430.0,28.8,113.5,39.4,6.4,6.43,52.4,82.2
Karnataka,Bangalore,2019-09-13,553.7,241.8,9.3,1.9,30.4,4.89,106.0,24.5
Karnataka,Bangalore,2019-09-14,252.3,477.7,95.7,9.6,7.3,9.91,168.3,263.6
Delhi,Delhi,2019-09-14,9.6,489.8,63.7,27.2,36.6,5.52,3.0,214.6
West Bengal,Kolkata,2019-09-14,419.8,204.5,8.1,15.5,54.5,3.76,193.2,292.6
Karnataka,Bangalore,2019-09-15,462.6,150.2,99.0,21.8,69.0,7.22,59.5,294.3
West Bengal,Kolkata,2019-09-15,317.8,454.7,96.0,23.0,58.9,2.21,28.4,348.2
Delhi,Delhi,2019-09-15,242.4,152.0,83.1,29.3,91.1,6.26,21.4,361.7
Delhi,Delhi,2019-09-16,595.6,221.2,95.2,19.7,33.8,0.06,105.6,386.3
West Bengal,Kolkata,2019-09-16,511.4,133.2,62.9,9.0,24.6,9.07,115.8,434.4
Karnataka,Bangalore,2019-09-16,51.4,313.3,66.5,25.2,55.6,2.19,41.1,443.6
Delhi,Delhi,2019-09-17,146.5,209.3,90.6,14.5,8.9,3.83,118.7,213.7
West Bengal,Kolkata,2019-09-17,172.2,364.1,121.5,17.1,88.1,7.11,29.1,358.7
Karnataka,Bangalore,2019-09-17,558.1,424.1,54.7,14.7,88.8,4.09,191.3,325.4
West Bengal,Kolkata,2019-09-18,117.7,424.1,83.1,17.4,49.1,1.12,100.4,260.4
Karnataka,Bangalore,2019-09-18,500.0,121.6,79.9,8.7,15.5,3.71,109.2,43.6
Delhi,Delhi,2019-09-18,275.0,305.3,13.9,7.5,88.6,9.54,168.1,110.6
Delhi,Delhi,2019-09-19,549.7,224.8,136.2,35.5,48.4,9.98,148.7,385.8
West Bengal,Kolkata,2019-09-19,303.9,49.5,60.4,27.7,6.5,4.24,141.6,134.3
Karnataka,Bangalore,2019-09-19,143.2,96.3,110.7,43.2,25.2,5.99,49.8,324.1
Delhi,Delhi,2019-09-20,265.6,375.0,73.3,0.3,28.0,6.91,3.2,320.1
West Bengal,Kolkata,2019-09-20,393.3,231.3,12.6,47.7,90.6,0.0,20.6,240.2
Karnataka,Bangalore,2019-09-20,58.3,323.7,107.1,4.0,35.7,4.88,190.7,339.1
Karnataka,Bangalore,2019-09-21,371.2,239.4,24.5,27.4,81.8,1.31,8.5,284.7
Delhi,Delhi,2019-09-21,405.5,329.8,37.6,35.7,18.3,3.38,126.1,63.0
West Bengal,Kolkata,2019-09-21,12.5,212.6,92.6,2.1,97.6,9.95,187.0,463.0
Karnataka,Bangalore,2019-09-22,107.7,262.2,128.5,34.8,17.9,0.75,97.5,16.6
West Bengal,Kolkata,2019-09-22,578.4,173.9,116.9,30.9,20.7,6.52,15.8,286.5
Delhi,Delhi,2019-09-22,453.7,460.9,111.3,7.2,71.6,1.11,40.6,482.4
Delhi,Delhi,2019-09-23,579.2,75.6,37.2,24.8,7.5,1.49,166.7,345.3
West Bengal,Kolkata,2019-09-23,360.2,68.2,85.7,45.6,33.1,3.3,62.2,453.7
Karnataka,Bangalore,2019-09-23,199.4,110.5,2.6,18.7,19.0,1.75,25.0,146.8
Delhi,Delhi,2019-09-24,175.6,255.5,116.1,4.9,23.9,8.65,52.1,209.0
West Bengal,Kolkata,2019-09-24,67.6,356.9,96.8,30.4,5.1,4.24,124.3,316.0
Karnataka,Bangalore,2019-09-24,434.5,87.2,74.1,33.8,0.5,5.05,175.4,316.7
West Bengal,Kolkata,2019-09-25,15.0,362.6,137.9,3.2,80.9,8.54,41.2,294.1
Karnataka,Bangalore,2019-09-25,591.2,399.2,104.7,49.6,34.0,2.89,162.3,499.9
Delhi,Delhi,2019-09-25,537.0,73.7,60.1,38.0,47.6,0.68,67.6,449.6
Delhi,Delhi,2019-09-26,311.7,402.1,71.2,44.0,57.1,6.86,102.5,106.5
West Bengal,Kolkata,2019-09-26,542.8,491.7,121.3,40.0,91.8,6.12,116.2,136.0
Karnataka,Bangalore,2019-09-26,299.2,154.9,104.4,31.3,65.4,5.39,123.2,241.5
Delhi,Delhi,2019-09-27,513.0,361.1,61.7,45.8,43.7,3.23,12.2,249.5
West Bengal,Kolkata,2019-09-27,541.7,388.9,65.9,16.9,31.4,2.51,87.8,449.5
